	Код	Артикул	Номенклатура	Остаток организации	Цена	Единица измерения	Валюта
	00000009893	ЭП.046800.000	Ц 2126 ТС. Цоколь		1 094,58	Штука	грн
	00000009124		Ц 2128 ТС. Цоколь		1 180,86	Штука	грн
	00000013774	ЭП.035100.000	Ц 244 ТС. Цоколь			Штука	
	00000015384		Ц 246 ТС. Цоколь			Штука	
	00000013118		Ц 2610 ТС. Цоколь		983,22	Штука	грн
	00000008724	ЭП.036300.000СБ	Ц 264 ТС. Цоколь		699,48	Штука	грн
	00000017238		Ц 265 ТС. Цоколь			Штука	
	00000008557	ЭП.031900.000	Ц 266 ТС. Цоколь		797,46	Штука	грн
	00000011146		Ц 268 ТС. Цоколь		888,24	Штука	грн
	00000014435		Ц 276 ТС. Цоколь			Штука	
	00000011539		Ц 2810 ТС. Цоколь		1 082,88	Штука	грн
	00000008753	ЭП.035900.000	Ц 284 ТС. Цоколь		799,14	Штука	грн
	00000018521		Ц 285 ТС. Цоколь			Штука	
	00000008714	ЭП.040200.000	Ц 286 ТС. Цоколь		897,18	Штука	грн
	00000009940		Ц 288 ТС. Цоколь		983,46	Штука	грн
	00000016933		Ц-1104 ТС-У. Усиленный цоколь			Штука	
	00000016934		Ц-1106 ТС-У. Усиленный цоколь			Штука	
	00000016935		Ц-1124 ТС-У. Усиленный цоколь			Штука	
	00000016936		Ц-1126 ТС-У. Усиленный цоколь			Штука	
	00000013184		Ц-164 ТС-У. Усиленный цоколь			Штука	
	00000013186		Ц-166 ТС-У. Усиленный цоколь			Штука	
	00000013188		Ц-168 ТС-У. Усиленный цоколь			Штука	
	00000016961		Ц-1810 ТС-У. Усиленный цоколь			Штука	
	00000013185		Ц-184 ТС-У. Усиленный цоколь			Штука	
	00000013187		Ц-186 ТС-У. Усиленный цоколь			Штука	
	00000013189		Ц-188 ТС-У. Усиленный цоколь			Штука	
	00000011275	ЭП.014400.000	Ц-2.75.24М.Цоколь цельносварной.СБ			Штука	
	00000014150	ЭП.014400.000	Ц-2.75.24М.Цоколь цельносварной.СБ_окр			Штука	
	00000016942		Ц-2104 ТС-У. Усиленный цоколь			Штука	
	00000016941		Ц-2106 ТС-У. Усиленный цоколь			Штука	
	00000010012		Ц2124 ТС.Цоколь вентилируемый			Штука	
	00000016943		Ц-2124 ТС-У. Усиленный цоколь			Штука	
	00000016944		Ц-2126 ТС-У. Усиленный цоколь			Штука	
	00000011272	ЭП124.000-00	Ц-263М.Цоколь цельносварной.СБ			Штука	
	00000016937		Ц-264 ТС-У. Усиленный цоколь			Штука	
	00000016938		Ц-266 ТС-У. Усиленный цоколь			Штука	
	00000011262	ЭП016100.000.СБ	Ц-273М.Цоколь цельносварной.СБ			Штука	
	00000016939		Ц-284 ТС-У. Усиленный цоколь			Штука	
	00000010018		Ц286 ТС. Цоколь вентилируемый			Штука	
	00000016940		Ц-286 ТС-У. Усиленный цоколь			Штука	
	00000009649		Цанга			Штука	
	00000002635		Цанга 6мм			Штука	
	00000002637		Цанга 7,1мм			Штука	
	00000013721	ЭП.035100.000	ЦВ 186 ТС. Цоколь вентилируемый			Штука	
	00000011670		Цвяхи			упаковка	
	00000015350		Цвяхи будівельні			кг	
	00000018577		Цвяхи будівельні DIN1151 без покриття 4,0х120 (уп.1 кг)			Штука	
	00000009702		Цвяходер ЛГ20/600			Штука	
	00000018605		Цемент М400 ПЦ ІІ/Б-Ш 25кг			Пакунок	
	00000015814		Цемент М400(25кг)			кг	
	00000018604		Цемент М500  ПЦ-Н 25кг			Пакунок	
	00000009238		Цемент М500 25кг			Штука	
	00000009239		Цилиндр ГСЦ-25			Штука	
	00000010848		Цилиндр супорта			Штука	
	00000018714		Циліндр			Штука	
	00000018715		Циліндр гл тормозний Ланос			Штука	
	00000015412		Циліндр задній			Штука	
	00000017198		Циліндр задній гальмівний LANOS			Штука	
	00000012375		Циліндр кол.гальм.КСЦД 35А			Штука	
	00000017822		Циліндр передній гальмівний ВАЗ 2101 лівий внутрішн.			Штука	
	00000017823		Циліндр передній гальмівний ВАЗ 2101 лівий наружн.			Штука	
	00000017824		Циліндр передній гальмівний ВАЗ 2101 правий внутрішн.			Штука	
	00000017825		Циліндр передній гальмівний ВАЗ 2101 правий наружн.			Штука	
	00000014157		Ціліндричний блок для дисків 32х29мм			Штука	
	00000010141		ЦК- 2.65.8 Цоколь			Штука	
	00000008570		ЦК -2104.Цоколь каркасний.			Штука	
	00000008550	ЭП036.010-01СБ	ЦК -2124.Цоколь каркасний.			Штука	
	00000008637	ЭП036.010-01СБ	ЦК -264.Цоколь каркасний.			Штука	
	00000008558	ЭП036.010-01СБ	ЦК -284.Цоколь каркасний.			Штука	
	00000008628	ЭП036.010-01СБ	ЦК -286.Цоколь каркасний.			Штука	
	00000009091		Цоколь керамический.			Штука	
	00000013176		Цоколь Ц-1103 МК		416,82	Штука	грн
	00000012172		Цоколь Ц-1104 ЕР	4,000	442,02	Штука	грн
	00000012345		Цоколь Ц-1106 ЕР		484,38	Штука	грн
	00000012173		Цоколь Ц-1124 ЕР		484,50	Штука	грн
	00000012300		Цоколь Ц-1126 ЕР	1,000	526,92	Штука	грн
	00000014501		Цоколь Ц-143 МК			Штука	
	00000012921	ЭП016100.000.СБ	Цоколь Ц-153 МК		309,12	Штука	грн
	00000013111	ЭП016100.000.СБ	Цоколь Ц-163 МК	4,000	331,08	Штука	грн
	00000012174		Цоколь Ц-164 ЕР		356,22	Штука	грн
	00000013114	ЭП016100.000.СБ	Цоколь Ц-164 МК	8,000	357,18	Штука	грн
	00000012176		Цоколь Ц-166 ЕР		398,58	Штука	грн
	00000013112	ЭП016100.000.СБ	Цоколь Ц-173 МК	4,000	352,50	Штука	грн
	00000012852	ЭП016100.000.СБ	Цоколь Ц-183 МК	5,000	373,80	Штука	грн
	00000012175		Цоколь Ц-184 ЕР		398,94	Штука	грн
	00000013117	ЭП016100.000.СБ	Цоколь Ц-184 МК	10,000	399,90	Штука	грн
	00000012177		Цоколь Ц-186 ЕР		447,24	Штука	грн
	00000008612	ЭП.014400.000	Цоколь Ц-2.75.24 МК		492,18	Штука	грн
	00000011857		Цоколь Ц-2104 ЕР	1,000	775,74	Штука	грн
	00000012485		Цоколь Ц-2106 ЕР		860,52	Штука	грн
	00000011858		Цоколь Ц-2124 ЕР	2,000	860,76	Штука	грн
	00000012486		Цоколь Ц-2126 ЕР		945,54	Штука	грн
	00000015313		Цоколь Ц-243 МК			Штука	
	00000008559	ЭП124.000-00	Цоколь Ц-263 МК	4,000	553,86	Штука	грн
	00000011859		Цоколь Ц-264 ЕР	5,000	614,52	Штука	грн
	00000013115	ЭП016100.000.СБ	Цоколь Ц-264 МК		594,36	Штука	грн
	00000008678	ЭП036.010-01СБ	Цоколь Ц-266 ЕР	4,000	688,98	Штука	грн
	00000008505	ЭП016100.000.СБ	Цоколь Ц-273 МК	6,000	596,76	Штука	грн
	00000012868	ЭП016100.000.СБ	Цоколь Ц-283 МК	10,000	641,46	Штука	грн
	00000011860		Цоколь Ц-284 ЕР	5,000	689,70	Штука	грн
	00000013116	ЭП016100.000.СБ	Цоколь Ц-284 МК	3,000	679,86	Штука	грн
	00000012484		Цоколь Ц-286 ЕР	3,000	774,48	Штука	грн
	00000012358		Чашка алм. 12А2-20 150х18х2х10х32 125/100 В2-01			Штука	
	00000016917		ЧВ-диск пильний 160х20 по дереву			Штука	
	00000016267		Черевики Зварювальник			пара	
	00000016266		Черевики Мастер			пара	
	00000016279		Черевики Профі			пара	
	00000017880		Черевики Профі (МБС, ПУП:юфть+хутро)			пара	
	00000017933		Черевики робочі Kronos, О1, високі			пара	
	00000017934		Черевики робочі Leon, О1, високі			пара	
	00000017873		Черевики утеплені			пара	
	00000018594		Чистка оптики в Canon NP 7161			послуга	
	00000012769		Чистяча мелкоабр.паста			Штука	
	00000014911		Чистячий набір			Штука	
	00000016927		Чорне покриття на водній основі			Штука	
	00000014028		Чорне покриття не офарбов 500мл			Штука	
	00000015600		Чорне структурне покриття			банка	
	00000009634		Чорний полірувальник			Штука	
	00000009943	ЭП020.064-01	Ш 1000.Швеллер.Д			Штука	
	00000011805	ЭП.054510.002-03	Ш 1000М.ЕР.Швеллер каркасный.Д			Штука	
	00000011806	ЭП.054510.002-03	Ш 1000М.ЕР.Швеллер каркасный.СБ			Штука	
	00000011804	ЭП.054510.002-03	Ш 1000М.ЕР.Швеллер каркасный_окр			Штука	
	00000009835	ЭП020.084-01	Ш 1200.Швеллер.Д			Штука	
	00000011819	ЭП.054510.002-04	Ш 1200М.ЕР.Швеллер каркасный.Д			Штука	
	00000011818	ЭП.054510.002-04	Ш 1200М.ЕР.Швеллер каркасный.СБ			Штука	
	00000011817	ЭП.054510.002-04	Ш 1200М.ЕР.Швеллер каркасный_окр			Штука	
	00000013506	ЭП.054510.002	Ш 400 ЩО.Швеллер каркасный.Д			Штука	
	00000013505	ЭП.054510.002	Ш 600 ЩО.Швеллер каркасный.Д			Штука	
	00000009837	ЭП020.014-01	Ш 600.Швеллер.Д			Штука	
	00000011765	ЭП.054510.002-01	Ш 600М.ЕР.Швеллер каркасный.Д			Штука	
	00000011764	ЭП.054510.002-01	Ш 600М.ЕР.Швеллер каркасный.СБ			Штука	
	00000011763	ЭП.054510.002-01	Ш 600М.ЕР.Швеллер каркасный_окр			Штука	
	00000013507	ЭП.054510.002	Ш 700 ЩО.Швеллер каркасный.Д			Штука	
	00000009836	ЭП020.024-01	Ш 800.Швеллер.Д			Штука	
	00000011753	ЭП.054510.002-02	Ш 800М.ЕР.Швеллер каркасный.Д			Штука	
	00000011754	ЭП.054510.002-02	Ш 800М.ЕР.Швеллер каркасный.СБ			Штука	
	00000011752	ЭП.054510.002-02	Ш 800М.ЕР.Швеллер каркасный_окр			Штука	
	00000000317		Шайба  ув.d6			Штука	
	00000009321		Шайба d10			Штука	
	00000009874		Шайба d12			Штука	
	00000010380		Шайба d3			Штука	
	00000007553		Шайба d4			Штука	
	00000007584		Шайба d5			Штука	
	00000004176		Шайба d6			Штука	
	00000000120		Шайба d8			Штука	
	00000009278		Шайба збільшена М8 ЦБ кг			кг	
	00000015928		Шайба збільшена під заклепку оцинкована М12			упаковка	
	00000014186		Шайба зубчатая J6			Штука	
	00000009552		Шайба М12			Штука	
	00000010849		Шайба медная-10			Штука	
	00000015344		Шайба плоска 16			кг	
	00000015882		Шайба плоска збільшена ЦБ,12			кг	
	00000010265		Шайба плоска М12			Штука	
	00000009295		Шайба плоская нерж.М6			Штука	
	00000009553		Шайба пруж.кв.сеч.16ЦБ			Штука	
